I also love that, he looked like he was tearing,up when she said this
russ I was setting, you up for a Would I lie,to you reply there
Hey shift you wouldn't, know what is right because you're,too much of the left
I just texted my, ex to make sure she was still,alive wow ok
manos is a saint, always love seeing really,good people around
My MO today drop, off Reign at school make my way,to the hospital
How will you ever, know how to be a man if,you can't get dirty
Sick of being the, one who's there for people when,it's never returned
im scared im gonna, get suspended like lex for,posting that edit
Anthony Baumgardt, we will find you We will not,let evil prevail
Why do people makes, issues out of things that don't,need to be issues
Sometimes I wish I, could fully unhinge my jaw,to scare mean strangers
i think im gonna, take this weekend to wallow,in my depression
Someone make plans with, me for tomorrow I want,breakfast for dinner
Man City are light, years ahead of everyone,Apart from Norwich
anything can be, a great way to die if you,do it correctly
I'm buying myself, some fucking Chipotle I,fucking deserve it
Is it socially, acceptable to wear a,gold watch at college
my biggest talent, is hiding the fact i can't,spell definitely
Illinois n this, bunk ass weather be having,me in the worst moods
anyone know i, site selling old soccer club,jerseys for the low
This thing is getting, one sided I can't even,lie to you right now
I'm not even gone, lie I miss OBAMA fuck,trump and fuck y'all too
January was, great February going,to be amazing
According to my, calculations it's time to,brew some splendid tea
i just wanna go, home and cuddle up in a,ball and cry k bye
I wish for nothin, more than for the Sox to get,eliminated
Come on defense Then, corners gotta cover the,receivers better
Never settle for, the sidelines if you're not their,starter quit their team
so many of you, never even knew her but,you would have loved her
kitchen sink has like, the best message ever please,pay her more than dust
LIFE MISSION To Wake, Up a Nation yet IMPACT,a World Michelle Hill
This morning before, he thumbed through a couple K,to pass me a nick
Haters will always, hate no matter how good you,are so be yourself
I need someone to, explain last nights episode,of Westworld to me
HIS BIRTHDAY IS THE, DAY BEFORE MINE we are meant,to be everyone
i never wanted, to end it that way but it,happened it's bullshit
Property brothers, is forever going to,be my favourite
my son is gonna, make elliot rodger look,like a fucking joke
Rozier wearing, Drew Bledsoe jersey to game,tonight is so good
I can't believe it, Stan Lee one of the greatest,if not the greatest
Hello neighbors Next, time you swing down here for a,Force game let me know
Bertram the says he, likes olive with peach blossom,while feeling reserved
I now understand, boys pain when bets let them down,in the last minute
Iterations of, ideas are not only,Record Setting Stock
I gave it Jakob, Dylan but I don't know if,he knew it was me
First travel outside, PH without my parents,Lol good luck to me
On what evidence, go to the back of the class,and do your homework
Debating on if, I'm going to cut into,him now or later
You should be writing, like a donation dreaming,of an intellect
I can't please After, you don use boiled egg blocked your,chest no more feelings
Gonna try and not, tweet through out this game unless,a madness happens
Only thing I have, to stress about is making,sure my vape is charged
Social media, be boasting people head up,like its real life lol
I swear I'm goofy, or retarded either way,I make myself laugh
cons they jiggle while, you're running cross country and,might even make sounds
I really really, be wanting to give up so,bad but I can't man
HE WANTED ME TO, WRITE A GUITAR SONG AND THAT,WAS IT JUST GUITAR
Baby you can go, or you can stay I wanna,love you either way
Being alone has, a power that very few,people can handle
No one respects him, enough to tell him he has,to stick to his shoe
my grandma won't stop, laughing at me because i,died my hair in gray
im FINALLY home, which means i can finally,touch myself fuck yeah
Likely to just be, a troll that I don't need to,waste energy on
dropping out cause i, can't finish an essay seems,like something i'd do
So that's a Smoker, huh Bet he's popular with,the lady zombies
The main people my, legs don't even though how I,just over again
But the number one, goal for moving is better,opportunities
Brace yourselves for the, Jesus is dead April fools,comments tomorrow
Any hairdressers, looking to potentially,split a studio
don't ever become, content w your life,always strive for more
When Zara Larsson, said I want you to ruin,my life I felt that
Why are y'all blaming, Holder Blame Boone for putting,him in Sorry ass
Funny Quote of the, Day Make crime pay Become a,lawyer Will Rogers
I deserve people, in my life who lift me up,not being me down
Ever sit and think, about some shit and get irked,all over again
Alcohol makes you, do dumb things but love makes you,do fucking dumb things
Start with number one, YOU You are not dishonest,You are a LIAR
I've just listened to, your mix for headphone commute,My soul feels lighter
I'm not making my, nice for saving pictures of,this public event
How about you stick, up for the lady and not,hide like a sissy
Searching for a new, car I insist on calling,silver dolphin grey
Valencia there, not marking Alli He is,running after him
I hate being on, Hough but I need to go too,a real corner store
New Apple logo, competition you may see,new Apple logo
Get Rodney Hood off, the fucking court Two stupid,ass plays in a row
anything orange, or grape flavor is nasty,Besides orange juice
i needed to cry, today and I'm thankful it,was because of this
I remember the, good old days stayed up all night,gettin' crazed Neil Young
